Tag|Longer|Shorter|Score|Ratio|Equivalence
[NN]|under-spending|underspend|0-0|0.7142857142857143|Equivalence
[VBD]|re-established|reinstated|0-0|0.7142857142857143|Equivalence
[NN]|driving|drive|0-0|0.7142857142857143|Equivalence
[VBZ]|closing|shuts|0-0|0.7142857142857143|Equivalence
[VBZ]|tumbles|falls|0-0|0.7142857142857143|Equivalence
[VBN]|re-established|reinstated|0-0|0.7142857142857143|Equivalence
[VBZ]|enables|allow|0-0|0.7142857142857143|Equivalence
[JJ]|renewed|renew|0-0|0.7142857142857143|Equivalence
[NN]|madness|folly|0-0|0.7142857142857143|Equivalence
[VBD]|opinion|views|0-0|0.7142857142857143|Equivalence
[NNP]|leasing|lease|0-0|0.7142857142857143|Equivalence
[NNS]|spheres|areas|0-0|0.7142857142857143|Equivalence
[JJ]|valiant|brave|0-0|0.7142857142857143|Equivalence
[NN]|cabling|cable|0-0|0.7142857142857143|Equivalence
[NNPS]|purpose|goals|0-0|0.7142857142857143|Equivalence
[JJ]|channel|canal|0-0|0.7142857142857143|Equivalence
[JJ]|unclear|vague|0-0|0.7142857142857143|Equivalence
[VBN]|loathed|hated|0-0|0.7142857142857143|Equivalence
[JJ]|awesome|great|0-0|0.7142857142857143|Equivalence
[NNS]|sleighs|sleds|0-0|0.7142857142857143|Equivalence
[RB]|earlier|early|0-0|0.7142857142857143|Equivalence
[NN]|skating|skate|0-0|0.7142857142857143|Equivalence
[NNP]|listing|lists|0-0|0.7142857142857143|Equivalence
[NN]|stomach|belly|0-0|0.7142857142857143|Equivalence
[NNP]|locking|locks|0-0|0.7142857142857143|Equivalence
[JJ]|caching|cache|0-0|0.7142857142857143|Equivalence
[VBZ]|deposes|ousts|0-0|0.7142857142857143|Equivalence
[NNPS]|methods|modes|0-0|0.7142857142857143|Equivalence
[NNS]|exhorts|urges|0-0|0.7142857142857143|Equivalence
[NN]|rubbish|trash|0-0|0.7142857142857143|Equivalence
[JJ]|focused|focus|0-0|0.7142857142857143|Equivalence
[NNP]|vice-president|vice-chair|0-0|0.7142857142857143|Equivalence
[NNP]|avoided|avoid|0-0|0.7142857142857143|Equivalence
[VBZ]|obtains|gains|0-0|0.7142857142857143|Equivalence
[VBG]|wanting|wanna|0-0|0.7142857142857143|Equivalence
[JJ]|groundbreaking|innovative|0-0|0.7142857142857143|Equivalence
[RB]|sharing|share|0-0|0.7142857142857143|Equivalence
[VB]|imitate|mimic|0-0|0.7142857142857143|Equivalence
[VBZ]|deports|expel|0-0|0.7142857142857143|Equivalence
[CC]|learned|learn|0-0|0.7142857142857143|Equivalence
[NN]|ceasing|cease|0-0|0.7142857142857143|Equivalence
[JJ]|storing|store|0-0|0.7142857142857143|Equivalence
[VBZ]|over-estimates|overstates|0-0|0.7142857142857143|Equivalence
[NNS]|administrative|executives|0-0|0.7142857142857143|Equivalence
[NNS]|obtains|gains|0-0|0.7142857142857143|Equivalence
[NNPS]|savings|saves|0-0|0.7142857142857143|Equivalence
[NNP]|bicycle|bikes|0-0|0.7142857142857143|Equivalence
[JJ]|hurried|hasty|0-0|0.7142857142857143|Equivalence
[NN]|myanmar|burma|0-0|0.7142857142857143|Equivalence
[VBZ]|selects|picks|0-0|0.7142857142857143|Equivalence
[NN]|caching|cache|0-0|0.7142857142857143|Equivalence
[NN]|sliding|slide|0-0|0.7142857142857143|Equivalence
[NN]|reusing|reuse|0-0|0.7142857142857143|Equivalence
[VB]|disdain|scorn|0-0|0.7142857142857143|Equivalence
[NNPS]|profits|gains|0-0|0.7142857142857143|Equivalence
[JJ]|crossed|cross|0-0|0.7142857142857143|Equivalence
[JJ]|mindful|aware|0-0|0.7142857142857143|Equivalence
[JJ]|pausing|pause|0-0|0.7142857142857143|Equivalence
[VBZ]|opinion|views|0-0|0.7142857142857143|Equivalence
[VBZ]|loathes|hated|0-0|0.7142857142857143|Equivalence
[VBZ]|loathes|hates|0-0|0.7142857142857143|Equivalence
[NNS]|escapes|flees|0-0|0.7142857142857143|Equivalence
[NNPS]|understandings|agreements|0-0|0.7142857142857143|Equivalence
[NN]|proverb|adage|0-0|0.7142857142857143|Equivalence
[VBP]|resolve|solve|0-0|0.7142857142857143|Equivalence
[NN]|closing|close|0-0|0.7142857142857143|Equivalence
[NN]|serving|serve|0-0|0.7142857142857143|Equivalence
[JJ]|crime-fighting|anti-crime|0-0|0.7142857142857143|Equivalence
[NNP]|delayed|delay|0-0|0.7142857142857143|Equivalence
[NN]|pasting|paste|0-0|0.7142857142857143|Equivalence
[NNS]|funding|funds|0-0|0.7142857142857143|Equivalence
[NN]|shaving|shave|0-0|0.7142857142857143|Equivalence
[NN]|scaling|scale|0-0|0.7142857142857143|Equivalence
[JJ]|firstly|first|0-0|0.7142857142857143|Equivalence
[NN]|ovarian|ovary|0-0|0.7142857142857143|Equivalence
[NNPS]|confrontations|encounters|0-0|0.7142857142857143|Equivalence
[JJ]|amended|amend|0-0|0.7142857142857143|Equivalence
[NNPS]|hogares|homes|0-0|0.7142857142857143|Equivalence
[NNS]|strides|steps|0-0|0.7142857142857143|Equivalence
[NN]|writing|write|0-0|0.7142857142857143|Equivalence
[NN]|braking|brake|0-0|0.7142857142857143|Equivalence
[JJ]|restart|reset|0-0|0.7142857142857143|Equivalence
[VBN]|attempt|tried|0-0|0.7142857142857143|Equivalence
[NNP]|dancing|dance|0-0|0.7142857142857143|Equivalence
[NNPS]|justifications|rationales|0-0|0.7142857142857143|Equivalence
[NNS]|merging|merge|0-0|0.7142857142857143|Equivalence
[VBZ]|restart|reset|0-0|0.7142857142857143|Equivalence
[JJR]|broader|wider|0-0|0.7142857142857143|Equivalence
[NNS]|justifications|rationales|0-0|0.7142857142857143|Equivalence
[NNP]|wearing|wears|0-0|0.7142857142857143|Equivalence
[NN]|raising|raise|0-0|0.7142857142857143|Equivalence
[NNP]|tramway|trams|0-0|0.7142857142857143|Equivalence
[JJ]|quickly|quick|0-0|0.7142857142857143|Equivalence
[NNPS]|pipings|pipes|0-0|0.7142857142857143|Equivalence
[NNPS]|spheres|areas|0-0|0.7142857142857143|Equivalence
[VBZ]|escapes|flees|0-0|0.7142857142857143|Equivalence
[NN]|uterine|uteri|0-0|0.7142857142857143|Equivalence
[NN]|trusted|trust|0-0|0.7142857142857143|Equivalence
[NN]|sign-on|logon|0-0|0.7142857142857143|Equivalence
[NNS]|participations|attendance|0-0|0.7142857142857143|Equivalence
[VBZ]|praises|lauds|0-0|0.7142857142857143|Equivalence
[NN]|issuing|issue|0-0|0.7142857142857143|Equivalence
[JJR]|scarcer|rarer|0-0|0.7142857142857143|Equivalence
[JJ]|elitist|elite|0-0|0.7142857142857143|Equivalence
[NNS]|oppositionists|dissidents|0-0|0.7142857142857143|Equivalence
[NN]|anti-terrorism|antiterror|0-0|0.7142857142857143|Equivalence
[NNS]|stories|tales|0-0|0.7142857142857143|Equivalence
[NNS]|oppositionists|protesters|0-0|0.7142857142857143|Equivalence
[NNP]|hunting|hunts|0-0|0.7142857142857143|Equivalence
[VBP]|imitate|mimic|0-0|0.7142857142857143|Equivalence
[NNP]|resolve|solve|0-0|0.7142857142857143|Equivalence
[NNS]|vessels|boats|0-0|0.7142857142857143|Equivalence
[JJ]|concise|terse|0-0|0.7142857142857143|Equivalence
[NNS]|implementation|executions|0-0|0.7142857142857143|Equivalence
[RB]|unscrupulously|ruthlessly|0-0|0.7142857142857143|Equivalence
[NNPS]|defeats|beats|0-0|0.7142857142857143|Equivalence
[RB]|rapidly|quick|0-0|0.7142857142857143|Equivalence
[VBP]|broaden|widen|0-0|0.7142857142857143|Equivalence
[NNS]|rubbles|ruins|0-0|0.7142857142857143|Equivalence
[JJ]|merging|merge|0-0|0.7142857142857143|Equivalence
[NNPS]|islands|isles|0-0|0.7142857142857143|Equivalence
[NNPS]|actions|steps|0-0|0.7142857142857143|Equivalence
[NNP]|mulling|mulls|0-0|0.7142857142857143|Equivalence
[JJ]|closing|close|0-0|0.7142857142857143|Equivalence
[NNPS]|streams|flows|0-0|0.7142857142857143|Equivalence
[JJ]|non-indigenous|non-native|0-0|0.7142857142857143|Equivalence
[NN]|channel|canal|0-0|0.7142857142857143|Equivalence
[NNS]|impersonations|imitations|0-0|0.7142857142857143|Equivalence
[NN]|veranda|porch|0-0|0.7142857142857143|Equivalence
[VB]|display|shows|0-0|0.7142857142857143|Equivalence
[NN]|annexes|annex|0-0|0.7142857142857143|Equivalence
[NN]|non-indigenous|non-native|0-0|0.7142857142857143|Equivalence
[VB]|display|shown|0-0|0.7142857142857143|Equivalence
[NNPS]|prisons|jails|0-0|0.7142857142857143|Equivalence
[JJ]|blended|blend|0-0|0.7142857142857143|Equivalence
[NN]|hedging|hedge|0-0|0.7142857142857143|Equivalence
[NN]|aggressiveness|aggression|0-0|0.7142857142857143|Equivalence
[VBG]|nearing|close|0-0|0.7142857142857143|Equivalence
[NN]|serpent|snake|0-0|0.7142857142857143|Equivalence
[JJ]|anti-narcotics|anti-drugs|0-0|0.7142857142857143|Equivalence
[NN]|weaving|weave|0-0|0.7142857142857143|Equivalence
[JJ]|post-marketing|postmarket|0-0|0.7142857142857143|Equivalence
[JJ]|two-day|2-day|0-0|0.7142857142857143|Equivalence
[NNPS]|methods|means|0-0|0.7142857142857143|Equivalence
[NN]|restart|reset|0-0|0.7142857142857143|Equivalence
[JJ]|irreproachable|impeccable|0-0|0.7142857142857143|Equivalence
[NN]|interreligious|interfaith|0-0|0.7142857142857143|Equivalence
[IN]|resolve|solve|0-0|0.7142857142857143|Equivalence
[NN]|chasing|chase|0-0|0.7142857142857143|Equivalence
[VBP]|restart|reset|0-0|0.7142857142857143|Equivalence
[JJ]|anti-terrorist|antiterror|0-0|0.7142857142857143|Equivalence
[JJ]|serving|serve|0-0|0.7142857142857143|Equivalence
[RB]|perhaps|maybe|0-0|0.7142857142857143|Equivalence
[NNPS]|origins|roots|0-0|0.7142857142857143|Equivalence
[NNS]|establishments|formations|0-0|0.7142857142857143|Equivalence
[NNPS]|transgressions|violations|0-0|0.7142857142857143|Equivalence
[NNS]|combats|fight|0-0|0.7142857142857143|Equivalence
[VBN]|destiny|fated|0-0|0.7142857142857143|Equivalence
[NN]|guiding|guide|0-0|0.7142857142857143|Equivalence
[JJ]|blended|mixed|0-0|0.7142857142857143|Equivalence
[NNPS]|reimbursements|repayments|0-0|0.7142857142857143|Equivalence
[NN]|cursing|curse|0-0|0.7142857142857143|Equivalence
[UH]|writing|write|0-0|0.7142857142857143|Equivalence
[VBN]|overemphasized|overstated|0-0|0.7142857142857143|Equivalence
[NNS]|sixties|1960s|0-0|0.7142857142857143|Equivalence
[JJ]|chaired|chair|0-0|0.7142857142857143|Equivalence
[NN]|transformation|conversion|0-0|0.7142857142857143|Equivalence
[NNS]|prisons|gaols|0-0|0.7142857142857143|Equivalence
[NNP]|serbian|serbs|0-0|0.7142857142857143|Equivalence
[VBZ]|battles|fight|0-0|0.7142857142857143|Equivalence
[NN]|magnate|mogul|0-0|0.7142857142857143|Equivalence
[NN]|changes|shift|0-0|0.7142857142857143|Equivalence
[JJ]|serious|grave|0-0|0.7142857142857143|Equivalence
[NNPS]|shiites|shias|0-0|0.7142857142857143|Equivalence
[NN]|sharing|share|0-0|0.7142857142857143|Equivalence
[JJ]|alarmed|alarm|0-0|0.7142857142857143|Equivalence
[NNP]|braking|brake|0-0|0.7142857142857143|Equivalence
[JJ]|anti-terrorism|antiterror|0-0|0.7142857142857143|Equivalence
[JJ]|annexed|annex|0-0|0.7142857142857143|Equivalence
[RB]|embarrassingly|shamefully|0-0|0.7142857142857143|Equivalence
[NNP]|tumours|tumor|0-0|0.7142857142857143|Equivalence
[NN]|evangelization|evangelism|0-0|0.7142857142857143|Equivalence
[JJ]|piloted|pilot|0-0|0.7142857142857143|Equivalence
[NN]|merging|merge|0-0|0.7142857142857143|Equivalence
[NNS]|aunties|aunts|0-0|0.7142857142857143|Equivalence
[VBD]|channel|canal|0-0|0.7142857142857143|Equivalence
[NN]|slander|libel|0-0|0.7142857142857143|Equivalence
[JJ]|stacked|stack|0-0|0.7142857142857143|Equivalence
[NN]|breadth|width|0-0|0.7142857142857143|Equivalence
[JJ]|pleased|happy|0-0|0.7142857142857143|Equivalence
[NNS]|schoolchildren|schoolboys|0-0|0.7142857142857143|Equivalence
[NN]|fencing|fence|0-0|0.7142857142857143|Equivalence
[VB]|emulate|mimic|0-0|0.7142857142857143|Equivalence
[VBP]|combine|merge|0-0|0.7142857142857143|Equivalence
[VB]|repress|quell|0-0|0.7142857142857143|Equivalence
[NNP]|understandings|understand|0-0|0.7142857142857143|Equivalence
[RB]|quickly|quick|0-0|0.7142857142857143|Equivalence
[NNPS]|britons|brits|0-0|0.7142857142857143|Equivalence
[JJ]|drunken|drunk|0-0|0.7142857142857143|Equivalence
[NN]|accomplishment|attainment|0-0|0.7142857142857143|Equivalence
[NNS]|rituals|rites|0-0|0.7142857142857143|Equivalence
[NN]|not-for-profit|non-profit|0-0|0.7142857142857143|Equivalence
[VBZ]|honours|honor|0-0|0.7142857142857143|Equivalence
[JJ]|sino-ukrainian|sino-uzbek|0-0|0.7142857142857143|Equivalence
[NNS]|decanes|deans|0-0|0.7142857142857143|Equivalence
[JJ]|raising|raise|0-0|0.7142857142857143|Equivalence
[NN]|cloning|clone|0-0|0.7142857142857143|Equivalence
[FW]|annexes|annex|0-0|0.7142857142857143|Equivalence
[NN]|indecisiveness|indecision|0-0|0.7142857142857143|Equivalence
[NNPS]|hazards|risks|0-0|0.7142857142857143|Equivalence
[VBZ]|colours|color|0-0|0.7142857142857143|Equivalence
[VBZ]|hazards|risks|0-0|0.7142857142857143|Equivalence
[NN]|gimmick|trick|0-0|0.7142857142857143|Equivalence
[JJ]|american-iraqi|u.s.-iraqi|0-0|0.7142857142857143|Equivalence
[NN]|framing|frame|0-0|0.7142857142857143|Equivalence
[NNP]|filling|fills|0-0|0.7142857142857143|Equivalence
[VBD]|misused|abuse|0-0|0.7142857142857143|Equivalence
[JJ]|anxious|eager|0-0|0.7142857142857143|Equivalence
[JJ]|pasting|paste|0-0|0.7142857142857143|Equivalence
[NNS]|wharves|piers|0-0|0.7142857142857143|Equivalence
[JJ]|overall|total|0-0|0.7142857142857143|Equivalence
[JJ]|fastest|quick|0-0|0.7142857142857143|Equivalence
[NNPS]|voyages|trips|0-0|0.7142857142857143|Equivalence
[JJ]|braking|brake|0-0|0.7142857142857143|Equivalence
[VB]|abandon|forgo|0-0|0.7142857142857143|Equivalence
[NNS]|vessels|ships|0-0|0.7142857142857143|Equivalence
[VBN]|divided|riven|0-0|0.7142857142857143|Equivalence
[NN]|larceny|theft|0-0|0.7142857142857143|Equivalence
[NNPS]|schemes|plans|0-0|0.7142857142857143|Equivalence
[NN]|opinion|views|0-0|0.7142857142857143|Equivalence
[JJ]|blinded|blind|0-0|0.7142857142857143|Equivalence
[NN]|sadness|grief|0-0|0.7142857142857143|Equivalence
[NNPS]|contraventions|violations|0-0|0.7142857142857143|Equivalence
[NNS]|neighbourhoods|vicinities|0-0|0.7142857142857143|Equivalence
[JJ]|two-way|2-way|0-0|0.7142857142857143|Equivalence
[NNS]|herding|herds|0-0|0.7142857142857143|Equivalence
[JJ]|air-to-surface|air-ground|0-0|0.7142857142857143|Equivalence
[VBG]|counterfeiting|falsifying|0-0|0.7142857142857143|Equivalence
[NN]|routing|route|0-0|0.7142857142857143|Equivalence
[UH]|changes|shift|0-0|0.7142857142857143|Equivalence
[NNPS]|annexes|annex|0-0|0.7142857142857143|Equivalence
[NNPS]|vessels|boats|0-0|0.7142857142857143|Equivalence
[VBN]|decontaminated|remediated|0-0|0.7142857142857143|Equivalence
[NNP]|branded|brand|0-0|0.7142857142857143|Equivalence
[RB]|unquestionably|undeniably|0-0|0.7142857142857143|Equivalence
[JJ]|dancing|dance|0-0|0.7142857142857143|Equivalence
[CC]|restart|reset|0-0|0.7142857142857143|Equivalence
[NN]|delocalisation|relocation|0-0|0.7142857142857143|Equivalence
[JJ]|foolish|silly|0-0|0.7142857142857143|Equivalence
[NNS]|sorting|sorts|0-0|0.7142857142857143|Equivalence
[JJ]|routing|route|0-0|0.7142857142857143|Equivalence
[JJ]|emailed|email|0-0|0.7142857142857143|Equivalence
[JJ]|elector|voter|0-0|0.7142857142857143|Equivalence
[JJ]|delayed|delay|0-0|0.7142857142857143|Equivalence
[NNS]|pigeons|doves|0-0|0.7142857142857143|Equivalence
[NNS]|battles|fight|0-0|0.7142857142857143|Equivalence
[NNP]|firstly|first|0-0|0.7142857142857143|Equivalence
[NN]|waiting|waits|0-0|0.7142857142857143|Equivalence
[NNS]|waiting|waits|0-0|0.7142857142857143|Equivalence
[NN]|smiling|smile|0-0|0.7142857142857143|Equivalence
[NNS]|zonings|zones|0-0|0.7142857142857143|Equivalence
[JJ]|cloning|clone|0-0|0.7142857142857143|Equivalence
[NN]|dancing|dance|0-0|0.7142857142857143|Equivalence
[JJ]|precise|exact|0-0|0.7142857142857143|Equivalence
[VB]|resolve|solve|0-0|0.7142857142857143|Equivalence
[JJ]|not-for-profit|non-profit|0-0|0.7142857142857143|Equivalence
[JJ]|e-mails|email|0-0|0.7142857142857143|Equivalence
[JJ]|allowed|allow|0-0|0.7142857142857143|Equivalence
[NN]|attractiveness|attraction|0-0|0.7142857142857143|Equivalence
[NN]|drunken|drunk|0-0|0.7142857142857143|Equivalence
[JJ]|porcine|swine|0-0|0.7142857142857143|Equivalence
[NN]|hepatic|liver|0-0|0.7142857142857143|Equivalence
[JJ]|tracing|trace|0-0|0.7142857142857143|Equivalence
[NN]|thought|think|0-0|0.7142857142857143|Equivalence
[JJ]|crucial|vital|0-0|0.7142857142857143|Equivalence
[NNS]|binding|binds|0-0|0.7142857142857143|Equivalence
[NN]|sloping|slope|0-0|0.7142857142857143|Equivalence
[NN]|hunting|hunts|0-0|0.7142857142857143|Equivalence
[NNS]|understandings|understand|0-0|0.7142857142857143|Equivalence
[VBZ]|derides|mocks|0-0|0.7142857142857143|Equivalence
[NNP]|opening|opens|0-0|0.7142857142857143|Equivalence
[NNS]|shiites|shias|0-0|0.7142857142857143|Equivalence
[NN]|lapsing|lapse|0-0|0.7142857142857143|Equivalence
[NN]|storing|store|0-0|0.7142857142857143|Equivalence
[JJ]|ovarian|ovary|0-0|0.7142857142857143|Equivalence
[NN]|vice-president|vice-chair|0-0|0.7142857142857143|Equivalence
[JJ]|interreligious|interfaith|0-0|0.7142857142857143|Equivalence
[NNP]|ranking|ranks|0-0|0.7142857142857143|Equivalence
[JJ]|strange|weird|0-0|0.7142857142857143|Equivalence
[IN]|restart|reset|0-0|0.7142857142857143|Equivalence
[VBN]|overemphasised|overstated|0-0|0.7142857142857143|Equivalence
[NN]|walking|walks|0-0|0.7142857142857143|Equivalence
[JJ]|vice-president|vice-chair|0-0|0.7142857142857143|Equivalence
[JJ]|resolve|solve|0-0|0.7142857142857143|Equivalence
[NN]|avarice|greed|0-0|0.7142857142857143|Equivalence
[NN]|leasing|lease|0-0|0.7142857142857143|Equivalence
[NNS]|pumping|pumps|0-0|0.7142857142857143|Equivalence
[NNPS]|dangers|risks|0-0|0.7142857142857143|Equivalence
[JJ]|parties|party|0-0|0.7142857142857143|Equivalence
[VBZ]|reimbursements|repayments|0-0|0.7142857142857143|Equivalence
[NN]|tracing|trace|0-0|0.7142857142857143|Equivalence
[NNS]|anthems|hymns|0-0|0.7142857142857143|Equivalence
[JJ]|six-way|6-way|0-0|0.7142857142857143|Equivalence
[VBN]|weapons|armed|0-0|0.7142857142857143|Equivalence
[NN]|picture|photo|0-0|0.7142857142857143|Equivalence
[JJ]|easy-to-manage|manageable|0-0|0.7142857142857143|Equivalence
[VB]|assuage|allay|0-0|0.7142857142857143|Equivalence
[JJ]|leap-and-bound|leap-style|0-0|0.7142857142857143|Equivalence
[NNP]|moselle|mosel|0-0|0.7142857142857143|Equivalence
[JJ]|indexed|index|0-0|0.7142857142857143|Equivalence
[VBN]|reduced|lower|0-0|0.7142857142857143|Equivalence
[NNP]|waiting|waits|0-0|0.7142857142857143|Equivalence
[RB]|relaxed|relax|0-0|0.7142857142857143|Equivalence
[NN]|purging|purge|0-0|0.7142857142857143|Equivalence
[JJ]|under-utilized|under-used|0-0|0.7142857142857143|Equivalence
[NNS]|shiites|'ites|0-0|0.7142857142857143|Equivalence
[NNS]|hazards|risks|0-0|0.7142857142857143|Equivalence
[NNP]|selling|sells|0-0|0.7142857142857143|Equivalence
[VBZ]|aliases|alias|0-0|0.7142857142857143|Equivalence
[NNP]|viewing|views|0-0|0.7142857142857143|Equivalence
[JJ]|video-recorded|videotaped|0-0|0.7142857142857143|Equivalence
[JJ]|steamed|steam|0-0|0.7142857142857143|Equivalence
[VBN]|bounded|bound|0-0|0.7142857142857143|Equivalence
[NNS]|annexes|annex|0-0|0.7142857142857143|Equivalence
[VBN]|underestimated|underrated|0-0|0.7142857142857143|Equivalence
[NNS]|dosages|doses|0-0|0.7142857142857143|Equivalence
[UH]|serpent|snake|0-0|0.7142857142857143|Equivalence
[NN]|nursing|nurse|0-0|0.7142857142857143|Equivalence
[RB]|restart|reset|0-0|0.7142857142857143|Equivalence
[JJ]|writing|write|0-0|0.7142857142857143|Equivalence
[VBN]|rankled|riled|0-0|0.7142857142857143|Equivalence
[NNS]|dangers|risks|0-0|0.7142857142857143|Equivalence
[NN]|scoring|score|0-0|0.7142857142857143|Equivalence
[JJ]|viscous|slimy|0-0|0.7142857142857143|Equivalence
[CC]|raising|raise|0-0|0.7142857142857143|Equivalence
[VB]|restart|reset|0-0|0.7142857142857143|Equivalence
[JJ]|tertiary-butyl|tert-butyl|0-0|0.7142857142857143|Equivalence
[UH]|bizarre|weird|0-0|0.7142857142857143|Equivalence
[NN]|clearer|clear|0-0|0.7142857142857143|Equivalence
[JJ]|broader|wider|0-0|0.7142857142857143|Equivalence
[NN]|pricing|price|0-0|0.7142857142857143|Equivalence
[VBN]|climbed|risen|0-0|0.7142857142857143|Equivalence
[JJ]|painted|paint|0-0|0.7142857142857143|Equivalence
[NN]|shading|shade|0-0|0.7142857142857143|Equivalence
[NNP]|allowed|allow|0-0|0.7142857142857143|Equivalence
[VB]|combine|merge|0-0|0.7142857142857143|Equivalence
[NN]|freight|cargo|0-0|0.7142857142857143|Equivalence
[NN]|leaving|leave|0-0|0.7142857142857143|Equivalence
[NN]|amended|amend|0-0|0.7142857142857143|Equivalence
[RB]|sixthly|sixth|0-0|0.7142857142857143|Equivalence
[RB]|freshly|newly|0-0|0.7142857142857143|Equivalence
[VB]|changes|shift|0-0|0.7142857142857143|Equivalence
[JJ]|bizarre|weird|0-0|0.7142857142857143|Equivalence
[NN]|rinsing|rinse|0-0|0.7142857142857143|Equivalence
[NNS]|sub-categories|subclasses|0-0|0.7142857142857143|Equivalence
[NNS]|couches|sofas|0-0|0.7142857142857143|Equivalence
[NN]|disdain|scorn|0-0|0.7142857142857143|Equivalence
[JJ]|government-controlled|government-held|0-0|0.7142857142857143|Equivalence
[NNPS]|rubbles|ruins|0-0|0.7142857142857143|Equivalence
[JJ]|fateful|fatal|0-0|0.7142857142857143|Equivalence
[JJ]|neo-liberalist|neoliberal|0-0|0.7142857142857143|Equivalence
[JJ]|wheeled|wheel|0-0|0.7142857142857143|Equivalence
[VBZ]|serious|grave|0-0|0.7142857142857143|Equivalence
[CC]|mindful|aware|0-0|0.7142857142857143|Equivalence
[VBZ]|strives|seeks|0-0|0.7142857142857143|Equivalence
[IN]|annexes|annex|0-0|0.7142857142857143|Equivalence
[NNS]|panties|pants|0-0|0.7142857142857143|Equivalence
[NN]|styling|style|0-0|0.7142857142857143|Equivalence
[JJ]|just-concluded|just-ended|0-0|0.7142857142857143|Equivalence
[NN]|mixture|blend|0-0|0.7142857142857143|Equivalence
[NN]|recommencement|resumption|0-0|0.7142857142857143|Equivalence
[NNS]|pooling|pools|0-0|0.7142857142857143|Equivalence
[NNS]|opinion|views|0-0|0.7142857142857143|Equivalence
[NNP]|lifting|lifts|0-0|0.7142857142857143|Equivalence
[NN]|queuing|queue|0-0|0.7142857142857143|Equivalence
[NNS]|strange|weird|0-0|0.7142857142857143|Equivalence
[VBN]|altered|amend|0-0|0.7142857142857143|Equivalence
[NN]|specialization|speciality|0-0|0.7142857142857143|Equivalence
[JJ]|over-exploited|overfished|0-0|0.7142857142857143|Equivalence
[NNP]|not-for-profit|non-profit|0-0|0.7142857142857143|Equivalence
[NNS]|slogans|motto|0-0|0.7142857142857143|Equivalence
[NN]|elector|voter|0-0|0.7142857142857143|Equivalence
[JJ]|groundbreaking|pioneering|0-0|0.7142857142857143|Equivalence
[VBZ]|exhorts|urges|0-0|0.7142857142857143|Equivalence
[RB]|mindful|aware|0-0|0.7142857142857143|Equivalence
[NN]|student|pupil|0-0|0.7142857142857143|Equivalence
[VB]|reoccur|recur|0-0|0.7142857142857143|Equivalence
[NN]|tasting|taste|0-0|0.7142857142857143|Equivalence
[NN]|incapacitation|incapacity|0-0|0.7142857142857143|Equivalence
[JJ]|unified|unify|0-0|0.7142857142857143|Equivalence
[NN]|delayed|delay|0-0|0.7142857142857143|Equivalence
[JJ]|unquestionable|undeniable|0-0|0.7142857142857143|Equivalence
[NN]|heating|heats|0-0|0.7142857142857143|Equivalence
[NNP]|reconstructing|rebuilding|0-0|0.7142857142857143|Equivalence
[NNS]|filings|files|0-0|0.7142857142857143|Equivalence
[JJ]|audited|audit|0-0|0.7142857142857143|Equivalence
[NN]|cost-effectiveness|profitability|0-0|0.7222222222222222|Equivalence
[JJ]|policy-formulating|policy-making|0-0|0.7222222222222222|Equivalence
[NN]|inter-relationship|interrelation|0-0|0.7222222222222222|Equivalence
[JJ]|fire-extinguishing|fire-fighting|0-0|0.7222222222222222|Equivalence
[NN]|non-implementation|non-execution|0-0|0.7222222222222222|Equivalence
[NN]|multi-polarization|multipolarity|0-0|0.7222222222222222|Equivalence
[NNP]|prohibiting|prohibit|0-0|0.7272727272727273|Equivalence
[NN]|trespassing|trespass|0-0|0.7272727272727273|Equivalence
[NNS]|expositions|displays|0-0|0.7272727272727273|Equivalence
[NNP]|simplifying|simplify|0-0|0.7272727272727273|Equivalence
[NN]|interchange|exchange|0-0|0.7272727272727273|Equivalence
[NNP]|estimations|estimate|0-0|0.7272727272727273|Equivalence
[JJ]|valedictory|farewell|0-0|0.7272727272727273|Equivalence
[NN]|proposition|proposal|0-0|0.7272727272727273|Equivalence
[JJ]|longer-term|long-run|0-0|0.7272727272727273|Equivalence
[VBD]|re-affirmed|reaffirm|0-0|0.7272727272727273|Equivalence
[NN]|contracting|contract|0-0|0.7272727272727273|Equivalence
[VB]|re-engineer|redesign|0-0|0.7272727272727273|Equivalence
[NNPS]|impediments|barriers|0-0|0.7272727272727273|Equivalence
[NN]|unremitting|untiring|0-0|0.7272727272727273|Equivalence
[VBZ]|replenishes|reenacts|0-0|0.7272727272727273|Equivalence
[VBD]|apprehended|detained|0-0|0.7272727272727273|Equivalence
[VBZ]|expenditure|spending|0-0|0.7272727272727273|Equivalence
[VBN]|compilation|compiled|0-0|0.7272727272727273|Equivalence
[NNS]|researchers|scholars|0-0|0.7272727272727273|Equivalence
[JJ]|affirmative|positive|0-0|0.7272727272727273|Equivalence
[NNPS]|constraints|barriers|0-0|0.7272727272727273|Equivalence
[VBN]|invalidated|annulled|0-0|0.7272727272727273|Equivalence
[NNS]|colloquiums|symposia|0-0|0.7272727272727273|Equivalence
[JJ]|single-port|one-port|0-0|0.7272727272727273|Equivalence
[WP]|furthermore|moreover|0-0|0.7272727272727273|Equivalence
[NNP]|transferred|transfer|0-0|0.7272727272727273|Equivalence
[VBD]|contravened|breached|0-0|0.7272727272727273|Equivalence
[VBD]|contravened|breaches|0-0|0.7272727272727273|Equivalence
